# Event 'cycles'
#
# Baseline  Delta Abs  Shared Object             Symbol                                         
# ........  .........  ........................  ...............................................
#
     0.01%     +0.00%  [kernel.kallsyms]         [k] mmc_blk_rw_wait
     0.00%     +0.00%  [kernel.kallsyms]         [k] clk_change_rate
               +0.00%  [kernel.kallsyms]         [k] get_user_arg_ptr
     0.00%     -0.00%  [kernel.kallsyms]         [k] topology_set_freq_scale
               +0.00%  [kernel.kallsyms]         [k] fib6_table_lookup
     0.00%     +0.00%  [kernel.kallsyms]         [k] ext4_drop_inode
     0.00%     +0.00%  [kernel.kallsyms]         [k] do_init_timer.constprop.0
               +0.00%  [kernel.kallsyms]         [k] pgd_free
               +0.00%  [kernel.kallsyms]         [k] alloc_vmap_area
               +0.00%  [kernel.kallsyms]         [k] sk_alloc
               +0.00%  [kernel.kallsyms]         [k] kernel_wait4
     0.00%     +0.00%  [kernel.kallsyms]         [k] gen_pool_first_fit_order_align
     0.00%     +0.00%  [kernel.kallsyms]         [k] ondemand_readahead
               +0.00%  [kernel.kallsyms]         [k] ptep_set_access_flags
     0.00%     -0.00%  [kernel.kallsyms]         [k] __next_zones_zonelist
               +0.00%  [kernel.kallsyms]         [k] get_pid_task
               +0.00%  [kernel.kallsyms]         [k] udpv6_queue_rcv_skb
     0.00%     +0.00%  [kernel.kallsyms]         [k] set_bits_ll
               +0.00%  [kernel.kallsyms]         [k] do_PrefetchAbort
               +0.00%  [kernel.kallsyms]         [k] ___sys_sendmsg
     0.02%     +0.00%  [kernel.kallsyms]         [k] __d_alloc
               +0.00%  [kernel.kallsyms]         [k] __writeback_inodes_wb
               +0.00%  [cfg80211]                [k] 0x0000513c
               +0.00%  [kernel.kallsyms]         [k] calculate_sigpending
               +0.00%  [kernel.kallsyms]         [k] do_execveat_common
               +0.00%  [kernel.kallsyms]         [k] end_buffer_async_write
     0.00%     -0.00%  [kernel.kallsyms]         [k] d_set_d_op
               +0.00%  [kernel.kallsyms]         [k] need_update
               +0.00%  [kernel.kallsyms]         [k] __se_sys_mprotect
     0.00%     +0.00%  [kernel.kallsyms]         [k] rb_first_postorder
     0.00%     -0.00%  [kernel.kallsyms]         [k] wait_for_completion_timeout
               +0.00%  [kernel.kallsyms]         [k] __traverse_mounts
     0.03%     +0.00%  [kernel.kallsyms]         [k] ext4_add_entry
     0.00%     +0.00%  [kernel.kallsyms]         [k] is_bad_inode
               +0.00%  [kernel.kallsyms]         [k] udpv6_setsockopt
     0.00%     +0.00%  [kernel.kallsyms]         [k] drop_nlink
               +0.00%  [kernel.kallsyms]         [k] dma_release_from_dev_coherent
     0.00%     -0.00%  [kernel.kallsyms]         [k] irq_thread_fn
     0.03%     +0.00%  [kernel.kallsyms]         [k] path_init
               +0.00%  [kernel.kallsyms]         [k] eth_type_trans
     0.00%     +0.00%  rsyslogd                  [.] 0x000360c8
               +0.00%  [kernel.kallsyms]         [k] __sys_trace
               +0.00%  [kernel.kallsyms]         [k] jiffies_to_msecs
     0.01%     +0.00%  [kernel.kallsyms]         [k] should_failslab
     0.00%     +0.00%  libpthread-2.28.so        [.] 0x0000d040
     0.06%     -0.00%  [kernel.kallsyms]         [k] __getblk_gfp
     0.00%     +0.00%  [kernel.kallsyms]         [k] release_task
               +0.00%  [kernel.kallsyms]         [k] __generic_file_write_iter
     0.00%     +0.00%  [kernel.kallsyms]         [k] mempool_alloc_slab
               +0.00%  [kernel.kallsyms]         [k] _opp_config_clk_single
     0.00%     -0.00%  [kernel.kallsyms]         [k] mmc_blk_busy_cb
     0.00%     +0.00%  [kernel.kallsyms]         [k] ext4_wait_block_bitmap
     0.00%     -0.00%  [kernel.kallsyms]         [k] mmc_wait_for_req_done
               +0.00%  [kernel.kallsyms]         [k] __task_pid_nr_ns
     0.00%     +0.00%  [kernel.kallsyms]         [k] udp_recvmsg
     0.00%     -0.00%  [kernel.kallsyms]         [k] path_put
               +0.00%  [kernel.kallsyms]         [k] set_target
     0.00%     -0.00%  [kernel.kallsyms]         [k] free_buffer_head
               +0.00%  [kernel.kallsyms]         [k] cache_clean
               +0.00%  [kernel.kallsyms]         [k] fib_table_lookup
     0.01%     +0.00%  [kernel.kallsyms]         [k] __ext4_journal_start_reserved
     0.00%     -0.00%  [kernel.kallsyms]         [k] sdhci_card_busy
               +0.00%  [kernel.kallsyms]         [k] get_nr_inodes
     0.04%     +0.00%  [kernel.kallsyms]         [k] inode_init_always
     0.00%     -0.00%  [kernel.kallsyms]         [k] __mmc_claim_host
     0.06%     -0.00%  [kernel.kallsyms]         [k] ext4_inode_csum_set
               +0.00%  [kernel.kallsyms]         [k] vmacache_update
               +0.00%  [kernel.kallsyms]         [k] sdhci_iproc_readl
               +0.00%  [kernel.kallsyms]         [k] rt6_nh_dump_exceptions
     0.00%     -0.00%  [kernel.kallsyms]         [k] mmc_wait_done
     0.00%     -0.00%  [kernel.kallsyms]         [k] rcu_gp_kthread
               +0.00%  [kernel.kallsyms]         [k] fib6_node_lookup
               +0.00%  [kernel.kallsyms]         [k] dev_hard_start_xmit
               +0.00%  [kernel.kallsyms]         [k] __sys_sendmsg
               +0.00%  [kernel.kallsyms]         [k] sdhci_ack_sdio_irq
     0.00%     -0.00%  [kernel.kallsyms]         [k] _set_opp
               +0.00%  [kernel.kallsyms]         [k] _raw_write_unlock_bh
     0.00%     +0.00%  [kernel.kallsyms]         [k] irq_thread
               +0.00%  [kernel.kallsyms]         [k] __csum_ipv6_magic
     0.03%     -0.00%  [kernel.kallsyms]         [k] free_pcp_prepare
               +0.00%  [kernel.kallsyms]         [k] blk_mq_delay_run_hw_queue
               +0.00%  [kernel.kallsyms]         [k] dup_fd
               +0.00%  [kernel.kallsyms]         [k] sched_setscheduler_nocheck
     0.00%     +0.00%  [kernel.kallsyms]         [k] wb_io_lists_depopulated
     0.00%     -0.00%  [kernel.kallsyms]         [k] bt_iter
               +0.00%  [kernel.kallsyms]         [k] __anon_vma_prepare
               +0.00%  [kernel.kallsyms]         [k] ip6_input
     0.00%     +0.00%  [kernel.kallsyms]         [k] ext4_alloc_io_end_vec
               +0.00%  [kernel.kallsyms]         [k] setup_sigframe
               +0.00%  [kernel.kallsyms]         [k] __kthread_create_on_node
               +0.00%  [kernel.kallsyms]         [k] sdhci_led_control
               +0.00%  [kernel.kallsyms]         [k] tasklet_unlock
     0.01%     -0.00%  [kernel.kallsyms]         [k] __sbitmap_get_word
     0.02%     +0.00%  [kernel.kallsyms]         [k] do_writepages
               +0.00%  imuxsock.so               [.] 0x00003918
               +0.00%  [kernel.kallsyms]         [k] bmap
     0.03%     +0.00%  [kernel.kallsyms]         [k] ext4_mb_load_buddy_gfp
     0.01%     +0.00%  [kernel.kallsyms]         [k] find_inode_bit
     0.00%     -0.00%  [kernel.kallsyms]         [k] tcp_orphan_count_sum
     0.00%     -0.00%  [kernel.kallsyms]         [k] __do_sys_fstat64
     0.01%     +0.00%  [kernel.kallsyms]         [k] ext4_try_merge_freed_extent
               +0.00%  [kernel.kallsyms]         [k] blk_mq_timeout_work
     0.00%     +0.00%  [kernel.kallsyms]         [k] dma_alloc_attrs
               +0.00%  [kernel.kallsyms]         [k] dma_direct_free
     0.00%     +0.00%  [kernel.kallsyms]         [k] __vma_link_rb
     0.00%     -0.00%  [kernel.kallsyms]         [k] __percpu_counter_compare
     0.00%     -0.00%  [kernel.kallsyms]         [k] __free_pages
     0.00%     -0.00%  [kernel.kallsyms]         [k] __se_sys_rt_sigaction
     0.00%     +0.00%  [kernel.kallsyms]         [k] __kmalloc_track_caller
     0.01%     +0.00%  [kernel.kallsyms]         [k] jbd2_journal_init_jbd_inode
     0.00%     +0.00%  [kernel.kallsyms]         [k] mmc_rescan
               +0.00%  [kernel.kallsyms]         [k] __jbd2_journal_drop_transaction
     0.03%     -0.00%  [kernel.kallsyms]         [k] mpage_submit_page
     0.00%     -0.00%  [kernel.kallsyms]         [k] jbd2_journal_get_descriptor_buffer
               +0.00%  [kernel.kallsyms]         [k] __se_sys_getrusage
               +0.00%  [kernel.kallsyms]         [k] mpage_end_io
               +0.00%  [kernel.kallsyms]         [k] cpufreq_freq_transition_end
               +0.00%  [kernel.kallsyms]         [k] __se_sys_sendmsg
               +0.00%  [kernel.kallsyms]         [k] raw_v6_match
               +0.00%  [kernel.kallsyms]         [k] sock_setsockopt
     0.00%     +0.00%  [kernel.kallsyms]         [k] strscpy
     0.10%     +0.00%  [kernel.kallsyms]         [k] vfs_write
               +0.00%  [kernel.kallsyms]         [k] raspberrypi_fw_get_rate
     0.00%     -0.00%  [kernel.kallsyms]         [k] __tlb_gather_mmu
               +0.00%  [kernel.kallsyms]         [k] __se_sys_select
               +0.00%  [kernel.kallsyms]         [k] futex_hash
               +0.00%  [kernel.kallsyms]         [k] tcp_orphan_update
               +0.00%  [kernel.kallsyms]         [k] is_flush_rq
     0.01%     -0.00%  [kernel.kallsyms]         [k] ext4_block_bitmap_csum_set
     0.01%     +0.00%  [kernel.kallsyms]         [k] ext4_es_free_extent
               +0.00%  [kernel.kallsyms]         [k] do_epoll_ctl
               +0.00%  [kernel.kallsyms]         [k] xa_find_after
     0.00%     +0.00%  [kernel.kallsyms]         [k] skb_release_data
     0.00%     +0.00%  [kernel.kallsyms]         [k] flush_ptrace_hw_breakpoint
               +0.00%  [kernel.kallsyms]         [k] arch_setup_additional_pages
     0.00%     -0.00%  [kernel.kallsyms]         [k] do_fchmodat
               +0.00%  rngd                      [.] 0x00004910
               +0.00%  [kernel.kallsyms]         [k] vm_area_alloc
     0.00%     +0.00%  [kernel.kallsyms]         [k] wait_consider_task
               +0.00%  [kernel.kallsyms]         [k] idle_worker_timeout
     0.00%     +0.00%  [kernel.kallsyms]         [k] __skb_recv_udp
               +0.00%  [kernel.kallsyms]         [k] __sys_getsockopt
     0.01%     -0.00%  [kernel.kallsyms]         [k] jbd2_journal_put_journal_head
               +0.00%  [kernel.kallsyms]         [k] kmalloc_reserve.constprop.0
     0.00%     -0.00%  [kernel.kallsyms]         [k] ext4_clear_inode
               +0.00%  [kernel.kallsyms]         [k] clk_core_init_rate_req
               +0.00%  [kernel.kallsyms]         [k] packet_poll
               +0.00%  [kernel.kallsyms]         [k] dma_free_attrs
     0.00%     +0.00%  [kernel.kallsyms]         [k] blk_start_plug
               +0.00%  [kernel.kallsyms]         [k] __neigh_event_send
               +0.00%  [kernel.kallsyms]         [k] mmc_send_status
               +0.00%  [kernel.kallsyms]         [k] __se_sys_stat64
     0.00%     +0.00%  [kernel.kallsyms]         [k] __ext4_journal_get_create_access
               +0.00%  [kernel.kallsyms]         [k] unix_scm_to_skb
               +0.00%  [kernel.kallsyms]         [k] mmc_sd_alive
               +0.00%  [kernel.kallsyms]         [k] poll_select_set_timeout
     0.01%     -0.00%  [kernel.kallsyms]         [k] init_wait_entry
     0.01%     +0.00%  [kernel.kallsyms]         [k] ext4_es_remove_extent
     0.00%     -0.00%  [kernel.kallsyms]         [k] cpufreq_stats_record_transition
     0.00%     -0.00%  [kernel.kallsyms]         [k] ext4_fc_track_unlink
               +0.00%  [kernel.kallsyms]         [k] unix_dgram_sendmsg
     0.02%     -0.00%  [kernel.kallsyms]         [k] setattr_copy
     0.01%     +0.00%  [kernel.kallsyms]         [k] __se_sys_read
     0.00%     -0.00%  [kernel.kallsyms]         [k] ext4_mb_simple_scan_group
     0.02%     -0.00%  [kernel.kallsyms]         [k] ext4_orphan_add
               +0.00%  [kernel.kallsyms]         [k] validate_xmit_skb_list
     0.00%     -0.00%  [kernel.kallsyms]         [k] module_put
               +0.00%  [kernel.kallsyms]         [k] dev_pm_opp_put
     0.02%     -0.00%  [kernel.kallsyms]         [k] _find_next_zero_bit_le
               +0.00%  [kernel.kallsyms]         [k] round_jiffies
               +0.00%  [kernel.kallsyms]         [k] udpv6_sendmsg
     0.00%     -0.00%  [kernel.kallsyms]         [k] begin_new_exec
     0.01%     +0.00%  [kernel.kallsyms]         [k] ext4_mkdir
               +0.00%  [kernel.kallsyms]         [k] _set_required_opps
     0.00%     +0.00%  [kernel.kallsyms]         [k] complete
     0.01%     +0.00%  [kernel.kallsyms]         [k] jbd2_journal_grab_journal_head
     0.00%     +0.00%  [kernel.kallsyms]         [k] jbd2_transaction_committed
     0.00%     -0.00%  [kernel.kallsyms]         [k] sdio_readb
     0.03%     +0.00%  [kernel.kallsyms]         [k] bio_add_page
     0.00%     +0.00%  [kernel.kallsyms]         [k] call_timer_fn
     0.00%     +0.00%  [kernel.kallsyms]         [k] d_shrink_add
               +0.00%  [kernel.kallsyms]         [k] rt6_find_cached_rt.constprop.0
     0.00%     +0.00%  [kernel.kallsyms]         [k] get_old_itimerspec32
               +0.00%  [kernel.kallsyms]         [k] do_cache_clean
     0.01%     +0.00%  [kernel.kallsyms]         [k] legitimize_links
               +0.00%  [kernel.kallsyms]         [k] syscall_trace_enter
               +0.00%  [kernel.kallsyms]         [k] unix_create1
     0.00%     -0.00%  [kernel.kallsyms]         [k] new_inode_pseudo
     0.00%     +0.00%  [kernel.kallsyms]         [k] ip_rcv_finish_core.constprop.0
     0.00%     +0.00%  [kernel.kallsyms]         [k] ktime_get_mono_fast_ns
     0.00%     +0.00%  [kernel.kallsyms]         [k] __set_current_blocked
     0.00%     -0.00%  [kernel.kallsyms]         [k] wake_threads_waitq
     0.00%     -0.00%  [kernel.kallsyms]         [k] dma_direct_alloc
     0.00%     -0.00%  [kernel.kallsyms]         [k] try_to_grab_pending
               +0.00%  [kernel.kallsyms]         [k] seq_open
     0.00%     +0.00%  [kernel.kallsyms]         [k] mmc_retune
     0.02%     +0.00%  [kernel.kallsyms]         [k] mmc_blk_data_prep
               +0.00%  [kernel.kallsyms]         [k] do_truncate
     0.01%     +0.00%  [kernel.kallsyms]         [k] ext4_ext_truncate
     0.00%     +0.00%  [kernel.kallsyms]         [k] arch_cpu_idle_exit
     0.01%     +0.00%  [kernel.kallsyms]         [k] blk_mq_put_tag
     0.19%     +0.00%  [kernel.kallsyms]         [k] v7_dma_clean_range
     0.01%     -0.00%  [kernel.kallsyms]         [k] ll_back_merge_fn
     0.01%     -0.00%  [kernel.kallsyms]         [k] call_filldir
     0.00%     -0.00%  [kernel.kallsyms]         [k] wb_io_lists_populated
     0.00%     +0.00%  [kernel.kallsyms]         [k] fold_diff
     0.00%     -0.00%  [kernel.kallsyms]         [k] tasklet_action
     0.00%     +0.00%  [kernel.kallsyms]         [k] ext4_io_submit_init
     0.02%     -0.00%  [kernel.kallsyms]         [k] generic_write_checks_count
     0.00%     -0.00%  [kernel.kallsyms]         [k] __put_user_4
     0.01%     -0.00%  [kernel.kallsyms]         [k] close_fd
     0.01%     -0.00%  [kernel.kallsyms]         [k] schedule_timeout
               +0.00%  [kernel.kallsyms]         [k] wb_update_bandwidth_workfn
     0.00%     -0.00%  [kernel.kallsyms]         [k] __put_user_2
     0.00%     +0.00%  [kernel.kallsyms]         [k] add_wait_queue
     0.01%     +0.00%  [kernel.kallsyms]         [k] rcu_gp_init
               +0.00%  [kernel.kallsyms]         [k] __skb_datagram_iter
     0.00%     -0.00%  [kernel.kallsyms]         [k] arm_clear_user
     0.01%     +0.00%  [kernel.kallsyms]         [k] biovec_slab
     0.00%     +0.00%  [kernel.kallsyms]         [k] ip_mc_validate_source
     0.02%     -0.00%  [kernel.kallsyms]         [k] ext4_generic_write_checks
     0.01%     -0.00%  [kernel.kallsyms]         [k] ret_from_exception
     0.00%     -0.00%  [kernel.kallsyms]         [k] clear_page_dirty_for_io
     0.00%     -0.00%  [kernel.kallsyms]         [k] __mod_node_page_state
     0.02%     -0.00%  [kernel.kallsyms]         [k] __get_user_4
     0.01%     +0.00%  [kernel.kallsyms]         [k] cpu_startup_entry
     0.00%     +0.00%  [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.00%     -0.00%  [kernel.kallsyms]         [k] ext4_process_freed_data
     0.00%     +0.00%  [kernel.kallsyms]         [k] free_pgtables
     0.00%     -0.00%  [kernel.kallsyms]         [k] clk_prepare_lock
     0.00%     +0.00%  [kernel.kallsyms]         [k] net_rx_action
     0.00%     +0.00%  [kernel.kallsyms]         [k] __sbq_wake_up
     0.00%     +0.00%  [kernel.kallsyms]         [k] do_epoll_wait
     0.00%     -0.00%  [kernel.kallsyms]         [k] mmc_retune_release
     0.01%     +0.00%  bash                      [.] 0x00019b70
     0.00%     -0.00%  [kernel.kallsyms]         [k] mmc_get_card
     0.00%     -0.00%  [kernel.kallsyms]         [k] raspberrypi_fw_dumb_determine_rate
     0.00%     +0.00%  [kernel.kallsyms]         [k] __d_drop.part.0
     0.00%     +0.00%  [kernel.kallsyms]         [k] read_pages
     0.00%     -0.00%  [kernel.kallsyms]         [k] dup_mm
     0.03%     -0.00%  [kernel.kallsyms]         [k] cpu_v7_set_pte_ext
     0.00%     -0.00%  [kernel.kallsyms]         [k] next_zone
     0.00%     +0.00%  [kernel.kallsyms]         [k] mbox_send_message
     0.00%     +0.00%  [kernel.kallsyms]         [k] unmap_single_vma
     0.01%     -0.00%  [kernel.kallsyms]         [k] blk_mq_start_request
     0.00%     -0.00%  [kernel.kallsyms]         [k] cpufreq_callback
     0.00%     -0.00%  [kernel.kallsyms]         [k] srcu_notifier_call_chain
     0.00%     +0.00%  [kernel.kallsyms]         [k] _mmc_detect_card_removed
     0.00%     -0.00%  [kernel.kallsyms]         [k] generic_exec_single
     0.00%     +0.00%  [kernel.kallsyms]         [k] do_page_cache_ra
     0.00%     -0.00%  [kernel.kallsyms]         [k] page_cache_async_ra
     0.00%             [kernel.kallsyms]         [k] set_page_writeback
     0.00%             [kernel.kallsyms]         [k] __vm_enough_memory
     0.00%             [kernel.kallsyms]         [k] fsnotify_find_mark
     0.00%             [kernel.kallsyms]         [k] ext4_inc_count
     0.00%             [kernel.kallsyms]         [k] insert_revoke_hash
     0.00%             [kernel.kallsyms]         [k] elv_rb_del
     0.00%             [kernel.kallsyms]         [k] count_rsvd
     0.00%             [kernel.kallsyms]         [k] ext4_read_bh
     0.00%             [kernel.kallsyms]         [k] ext4_inode_bitmap
     0.00%             [kernel.kallsyms]         [k] vmap_pages_range_noflush
     0.00%             [kernel.kallsyms]         [k] tcp_rate_skb_sent
     0.00%             [kernel.kallsyms]         [k] destroy_inode
     0.00%             [kernel.kallsyms]         [k] ext4_free_group_clusters
     0.00%             [kernel.kallsyms]         [k] ihold
     0.00%             [kernel.kallsyms]         [k] end_buffer_read_sync
     0.00%             [brcmfmac]                [k] brcmf_sdio_bus_txdata
     0.00%             [kernel.kallsyms]         [k] __se_sys_fchmodat
     0.00%             [kernel.kallsyms]         [k] __perf_event_header__init_id
     0.00%             [kernel.kallsyms]         [k] path_get
     0.00%             libcrypto.so.1.1          [.] 0x0011a4e4
     0.00%             [kernel.kallsyms]         [k] dx_release
     0.00%             [kernel.kallsyms]         [k] refcount_dec_not_one
     0.00%             [kernel.kallsyms]         [k] blk_mq_hctx_has_pending
     0.00%             [kernel.kallsyms]         [k] remove_wait_queue
     0.00%             [kernel.kallsyms]         [k] do_split
     0.00%             [kernel.kallsyms]         [k] sched_fork
     0.00%             [kernel.kallsyms]         [k] simple_empty
     0.00%             [kernel.kallsyms]         [k] set_dumpable
     0.00%             [kernel.kallsyms]         [k] move_addr_to_user
     0.00%             [kernel.kallsyms]         [k] shmem_unlink
     0.00%             [kernel.kallsyms]         [k] arch_pick_mmap_layout
     0.00%             [kernel.kallsyms]         [k] __perf_event__output_id_sample
     0.00%             [kernel.kallsyms]         [k] jbd2_journal_revoke
     0.00%             [kernel.kallsyms]         [k] folio_referenced
     0.00%             [kernel.kallsyms]         [k] find_mergeable_anon_vma
     0.00%             [kernel.kallsyms]         [k] d_same_name
     0.00%             [kernel.kallsyms]         [k] expand_downwards
     0.00%             [kernel.kallsyms]         [k] vsnprintf
     0.00%             [kernel.kallsyms]         [k] schedule_tail
     0.00%             [kernel.kallsyms]         [k] bit_wait_io
     0.00%             [kernel.kallsyms]         [k] get_arg_page
     0.00%             [kernel.kallsyms]         [k] __vma_rb_erase
     0.00%             [kernel.kallsyms]         [k] can_vma_merge_before.constprop.0
     0.00%             [kernel.kallsyms]         [k] tlb_batch_pages_flush
     0.00%             [kernel.kallsyms]         [k] tcp_rate_skb_delivered
     0.00%             [kernel.kallsyms]         [k] kernfs_evict_inode
     0.00%             [kernel.kallsyms]         [k] shrink_dcache_parent
     0.00%             [kernel.kallsyms]         [k] fib6_walk_continue
     0.00%             [kernel.kallsyms]         [k] __get_user_pages
     0.00%             [kernel.kallsyms]         [k] __vm_munmap
     0.00%             [kernel.kallsyms]         [k] proc_pid_cmdline_read
     0.00%             [kernel.kallsyms]         [k] __import_iovec
     0.00%             [kernel.kallsyms]         [k] get_random_bytes
     0.00%             [kernel.kallsyms]         [k] change_protection
     0.00%             [kernel.kallsyms]         [k] vfs_statx
     0.00%             [kernel.kallsyms]         [k] vfs_fstat
     0.00%             [kernel.kallsyms]         [k] add_grec
     0.00%             [kernel.kallsyms]         [k] __find_rr_leaf
     0.00%             [kernel.kallsyms]         [k] tlb_gather_mmu_fullmm
     0.00%             [kernel.kallsyms]         [k] __do_munmap
     0.00%             [brcmfmac]                [k] brcmf_sdio_dataworker
     0.00%             [kernel.kallsyms]         [k] ext4_llseek
     0.00%             [kernel.kallsyms]         [k] vma_merge
     0.00%             [kernel.kallsyms]         [k] set_normalized_timespec64
     0.00%             [kernel.kallsyms]         [k] do_close_on_exec
     0.00%             [kernel.kallsyms]         [k] elv_rqhash_del
     0.00%             [kernel.kallsyms]         [k] mld_ifc_start_work
     0.00%             [kernel.kallsyms]         [k] f_dupfd
     0.00%             [kernel.kallsyms]         [k] down_write_killable
     0.00%             [kernel.kallsyms]         [k] ext4_can_truncate
     0.00%             [kernel.kallsyms]         [k] ext4_es_init_tree
     0.00%             [kernel.kallsyms]         [k] down_read_killable
     0.00%             [kernel.kallsyms]         [k] strlcpy
     0.00%             [kernel.kallsyms]         [k] cap_mmap_addr
     0.00%             [kernel.kallsyms]         [k] ext4_used_dirs_count
     0.00%             [kernel.kallsyms]         [k] __mnt_want_write_file
     0.00%             [kernel.kallsyms]         [k] process_sdio_pending_irqs
     0.00%             [kernel.kallsyms]         [k] process_timeout
     0.00%             [brcmfmac]                [k] brcmf_sdio_wd_timer
     0.00%             [brcmfmac]                [k] brcmf_sdio_intr_rstatus
     0.00%             [kernel.kallsyms]         [k] inet6_fill_ifinfo
     0.00%             [kernel.kallsyms]         [k] inet_recvmsg
     0.00%             [kernel.kallsyms]         [k] __flush_dcache_page
     0.00%             [kernel.kallsyms]         [k] clk_calc_subtree
     0.00%             [kernel.kallsyms]         [k] mutex_trylock
     0.00%             [kernel.kallsyms]         [k] tcp_sendmsg_locked
     0.00%             [kernel.kallsyms]         [k] kvfree
     0.00%             [kernel.kallsyms]         [k] bitmap_find_next_zero_area_off
     0.00%             [kernel.kallsyms]         [k] bio_attempt_front_merge
     0.00%             [kernel.kallsyms]         [k] __vma_link_list
     0.00%             [kernel.kallsyms]         [k] bprm_change_interp
     0.00%             [kernel.kallsyms]         [k] clk_prepare_unlock
     0.00%             [kernel.kallsyms]         [k] ext4_mb_try_best_found
     0.00%             [kernel.kallsyms]         [k] exit_shm
     0.00%             [kernel.kallsyms]         [k] alloc_fdtable
     0.00%             [kernel.kallsyms]         [k] timespec64_add_safe
     0.00%             [kernel.kallsyms]         [k] prepare_to_wait
     0.00%             [kernel.kallsyms]         [k] _get_opp_count
     0.00%             [kernel.kallsyms]         [k] fprop_fraction_percpu
     0.00%             [kernel.kallsyms]         [k] exit_itimers
     0.00%             [kernel.kallsyms]         [k] validate_xmit_skb.constprop.0
     0.00%             [brcmfmac]                [k] brcmf_sdiod_set_backplane_window
     0.00%             [kernel.kallsyms]         [k] copy_msghdr_from_user
     0.00%             [kernel.kallsyms]         [k] exit_aio
     0.00%             [kernel.kallsyms]         [k] sbitmap_queue_get_shallow
     0.00%             [kernel.kallsyms]         [k] ndisc_send_skb
     0.00%             [kernel.kallsyms]         [k] __init_waitqueue_head
     0.00%             [kernel.kallsyms]         [k] ip6_mtu
     0.00%             [kernel.kallsyms]         [k] __udp6_lib_lookup
     0.00%             [kernel.kallsyms]         [k] __se_sys_rt_sigprocmask
     0.00%             [kernel.kallsyms]         [k] cpufreq_notify_transition
     0.00%             [kernel.kallsyms]         [k] _find_opp_table
     0.00%             [kernel.kallsyms]         [k] __percpu_counter_sum
     0.00%             [kernel.kallsyms]         [k] cpufreq_freq_transition_begin
     0.00%             [kernel.kallsyms]         [k] first_online_pgdat
     0.00%             [kernel.kallsyms]         [k] render_sigset_t
     0.00%             [kernel.kallsyms]         [k] iov_iter_init
     0.00%             [kernel.kallsyms]         [k] netdev_core_pick_tx
     0.00%             [kernel.kallsyms]         [k] __filemap_fdatawait_range
     0.00%             [kernel.kallsyms]         [k] assert_single_clk
     0.00%             [kernel.kallsyms]         [k] __do_div64
     0.00%             [kernel.kallsyms]         [k] skb_pull
     0.00%             [kernel.kallsyms]         [k] shmem_undo_range
     0.00%             [kernel.kallsyms]         [k] ipv4_dst_check
     0.00%             [kernel.kallsyms]         [k] xfrm_lookup_with_ifid
     0.00%             [kernel.kallsyms]         [k] msg_print_ext_body
     0.00%             [kernel.kallsyms]         [k] _raw_write_lock_bh

# Event 'dummy:HG'
#
# Baseline  Delta Abs  Shared Object  Symbol
# ........  .........  .............  ......
#
